CaseID,par_weight,teen_weight,xspanish,xprimelan,QS1,QS2,P1_A,P1_B,P1_C,P1_D,P1_E,P2_A,P2_B,P2_C,P2_D,P3,P4,P5,P6,P7_A,P7_B,P7_C,P8,P9,P10,P10_1,P11,P11_5,P12_A,P12_B,P12_C,P13_A,P13_B,P13_C,P13_D,P13_E,P14_F,P14_G,P14_H,P15_A,P15_B,P15_C,P15_D,P15_E,QS9,QS10_1,QS10_2,QS10_3,QS10_4,QS10_5,QS10_6,QS10_7,QS10_8,QS10_9,QS10_10,QS10_11,QS10_12,QS10_13,QS10_14,QS10_15,QS10_Refused,QS10_3_Specify,QS10_10_Specify,QS10_14_Specify,QS10_15_Specify,KINTMOB,K2,K3_A,K3_B,K3_C,K3_D,K3_E,K4,K5_A,K5_B,K5_C,K5_D,K5_E,K5_1_A,K5_1_B,K5_1_C,K6_1,K6_2,K6_3,K6_4,K6_5,K6_6,K6_7,K6_8,K7,K8,K8_Refused,KFB1A,KFB1B,KFB1C,K9,KF10_1,KF10_1_Specify,KF10_2,KF10_2_Specify,KF10_3,KF10_3_Specify,KFMEET,KFMEET2_1,KFMEET2_2,KFMEET2_3,KFMEET2_4,KFMEET2_5,KFMEET2_8,KFMEET2_Refused,KFMEET2_8_Specify,KFMEET3,KFR11_A,KFR11_B,KFR11_C,KFR11_D,KFR11_E,KFR11_F,KFR11_G,KFR11_H,KFR11_I,KGAME1,KGAME2,KGAME3_1,KGAME3_2,KGAME3_3,KGAME4,KGAME5_A,KGAME5_B,KGAME5_C,KGAME5_D,KF12,KF13_A,KF13_B,KF13_C,KF13_D,KF13_E,KF13_F,KF13_G,KF13_H,KF13_I,KF13_Specify,KF13_1,KF13_1_Specify,KF13_2,KF13_2_Specify,KF13_3,KF13_3_Specify,KFSNS1_A,KFSNS1_B,KFSNS1_C,KFSNS1_D,KFSNS1_E,KFSNS2_A,KFSNS2_B,KFSNS2_C,KFSNS2_D,KFSNS3_A,KFSNS3_B,KFSNS3_C,KF14,KFSNS4_A,KFSNS4_B,KFSNS4_C,KF15,KDATE1,DT1,DT1A,KR1,REL3,REL3_Refused,KR2,KDATE2_A,KDATE2_B,KDATE2_C,KDATE2_D,KDATE2_E,KDATE2_F,KDATE2_G,KDATE2_H,KDATE2_I,KDATE2_Specify,KR3_A,KR3_B,KR3_C,KR4_1,KR4_2,KR4_3,KR4_4,KR4_5,KR4_6,KR4_7,KR4_Refused,KR4_Specify,KR5,KR6_A,KR6_B,KR6_C,KR6_D,KR6_E,KR6_F,KR6_G,KR6_H,KR6_I,KR7_A,KR7_B,KR7_C,KR7_D,KR7_E,KR7_F,KR7_G,KR7_H,KR7_I,KR7_J,KR8,KR9,KRSNS1_A,KRSNS1_B,KRSNS1_C,KRSNS1_D,KRSNS2_A,KRSNS2_B,KRSNS2_C,KRSNS2_D,KRSNS2_E,KRSNS3_A,KRSNS3_B,KRSNS3_C,REL8_A,REL8_B,REL8_C,REL8_D,REL8_E,KR10_1,KR10_2,KR10_3,KR10_4,KR10_5,KR10_6,KR11_A,KR11_B,KR11_C,KR11_D,KR11_E,KR11_F,KR11_G,KR11_H,KR11_I,KR11_J,KR11_K,KR11_Refused,KR11_Specify,KR12_1,KR12_2,KR12_3,KR12_4,KR12_5,KR12_6,KR12_7,KR12_8,KR12_9,KR12_10,KR12_11,KR12_Refused,KR12_Specify,KR13_A,KR13_B,KR13_C,KR13_D,KR13_E,KR13_F,KRSNS4_A,KRSNS4_B,KRSNS4_C,KRCELL_D,KRCELL_E,DT2_A,DT2_B,DT2_C,DT2_D,DT2_E,DT2_F,DT2_G,DT2_H,DT2_I,DT4,DT4A,KRS,KSO,KSO_Specify,KTG,KEND,Teen_Ethn,Child_age,Child_gender,PPAGE,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET
1186, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,56,9,2,1,1,1,3,1,19,1,1,1,2,1,23,0,0,0,1,2,2,1
1187, , ,1,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43,10,3,1,2,1,3,1,13,3,0,3,5,1,54,0,0,1,0,2,1,1
1189,1.4269,1.5022,1,5,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1, , ,1,Instagram,1, ,1,1,1,1,1,1,2,2,1,1,2,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,1,1,2,1,1,1,100,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,3, , , , ,120,2,1, ,3, ,2, ,1, , , , , , , , , ,2,1,1,1,1,3,2,1,3,2,1,1,2,2,2,1,2,3,3,1,1,2,2,1,2,1,2,1,2, ,8,video chat,1, ,7, ,1,3,1,3,3,2,2,3,1,2,3,2,2,2,1,2,2,1,1, ,1, , , ,1,2,1,2,2,2,2,1,2, ,2,2,2,0,1,1,0,0,0,0,0, ,2,2,2,1,2,2,3,1,4,2,1,1,1,1,2,2,2,2,1,1,3,3,2,3,3,2,3,3,3,3,2,2,1,1,2,1,2,2,1,2,10,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,0,0,1,0, ,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,2,2, ,4,2,1,14,2,46,12,4,1,2,1,6,1,16,3,1,3,5,2,58,0,0,2,2,2,1,1
1190, , ,1,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48,10,3,1,1,1,5,1,17,1,1,4,9,1,93,0,0,0,1,4,1,1
1191,1.2805,1.2492,1,5,1,1,1,2,1,1,1,1,2,1,2,4,1,2, ,1,2,1,1, ,2, ,1, ,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,2,1,10,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,4, , ,170, , ,4,1, ,2, ,5, ,4,0,0,0,1,0,0,0, ,1,1,2,2,3,2,3,4, ,1,3,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2, ,9, , , , , , , , , , , , , , , , , ,2,1,2,2,2,1,1, ,1, , , , , ,1,1,2,2,2,1,2, ,1, ,1,0,1,0,0,0,0,0,0, ,2,1,3,3,4,4,4, ,4,4,1,1,1,1,1,2,2,2,2,1,3,3, , , , , , , , , , , , ,2,1,2,2,2,1,10,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,2,2,2,2,2,2, , , ,2,2,3,3,3,3,3,3,3,3,3,4,4,2,2, ,4,2,1,17,1,46,12,4,1,1,1,3,1,18,1,1,3,5,1,59,0,0,0,1,2,1,1
1192,0.5457,0.465,1,5,1,1,1,2,1,1,1,1,2,1,2,1,1,2, ,1,2,1,1, ,2, ,1, ,1,1,1,2,1,1,2,2,2,1,1,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,1,1,20,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1, , ,30, , ,1,1, ,5, ,6, ,3,1,0,0,0,0,0,0, ,2,2,1,1,2,4,2,2,1,1,4,4,1,2,2,2,2,2,3,2,1,2,2,1,2,2,2,1,1,2, ,7, ,6, ,1, ,2,3,2,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2, , , , , , ,2,2,2,2,2,2,2,2,2, ,2,2, ,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,4,9,5,8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,2, ,4,2,1,14,2,50,10,3,1,2,1,3,1,8,1,1,2,3,1,31,0,0,0,1,2,1,1
1193,1.8524,1.2342,1,5,1,1,1,2,2,1,1,2,2,2,1,3,2,2, ,1,3,2, , ,2, ,5,call her name.,2,2, ,2,2,2,2,2, , , ,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, ,Thailand, , ,1,1,2,1,2,1,2,-98,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1, , ,500,-99,-99,1,5, ,3, ,4, ,3,1,0,0,0,0,0,0, ,2,3,3,3,3,3,3,3,3, , , , , , , , , , , ,3,1,2,2,1,2,2,1,2,2, ,9, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, , , , , , ,2,2,1,2,2,2,2,2,2, ,2,2, ,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,10,5,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,2, ,4,2,3,17,2,49,9,2,3,2,1,2,1,13,1,1,2,3,1,31,0,0,0,0,2,1,1
1194,0.8468,0.7085,1,5,1,1,1,1,2,2,1,2,2,1,2,4,2,1,2,1,2,1, , ,2, ,1, ,1,1,1,1,1,1,1,1,1,2,1,3,4,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,1,1,1,1,100,1,2,1,2,1,3,3,3,1,2,2,2,2,2,2,2,1, , ,100, , ,3,1, ,3, ,2, ,3,1,0,0,0,0,0,0, ,2,2,3,1,3,3,3,3,1,3,3,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2, ,1, ,6, ,7, ,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1, , , ,2,1,1,1,2,2,2,1,2, ,1,1,1,1,0,0,0,0,0,0,0, ,2,3,2,1,3,3,3,3,4,3,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,1,5,1,2,8,10,9,0,1,1,0,0,0,0,0,0,0,0,0, ,1,0,1,0,0,0,0,0,0,0,0,0, ,1,2,2,2,2,2,2,2,2,2,1,3,3,1,3,3,3,3,3,3, , ,2,2, ,4,2,1,14,1,26,11,3,1,2,0,6,1,9,1,0,2,3,2,32,1,0,2,1,2,1,1
1195, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45,13,4,1,2,1,5,2,16,1,1,3,5,1,52,0,0,2,0,3,7,1
1196,0.7583,0.6227,1,5,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1, ,2,2, ,1, ,2,2,2,2,2,1,1,1,2,2,1,1,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,1,1,100,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2, , ,75,25, ,2,1, ,3, ,6, ,4,1,0,0,1,0,0,0, ,2,2,1,1,4,3,3,4,2,2,5,2,1,1,1,1,3,2,3,2,1,1,2,1,2,1,2,2,1,2, ,6, ,8,school,1, ,2,3,2,3,3,3,1,3,2,3,1,1,2,2,2,1,1,1,1, ,1, , , ,2,1,1,1,2,2,1,1,2, ,2,2,1,1,0,0,0,0,0,0,0, ,1,1,1,1,3,3,4,3,4,4,1,1,1,1,1,2,1,2,2,1,1,1,2,3,3,3,3,3,1,1,2,1,1,1,2,2,2,2,2,3,10,8,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,0,0,1,0, ,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2, ,4,2,1,17,1,58,10,3,1,1,0,3,1,10,1,0,2,4,1,47,0,0,0,1,2,5,1
1197, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38,10,3,1,1,1,10,1,9,1,1,3,6,1,62,0,1,3,2,4,1,1
1198, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,42,10,3,5,2,1,3,1,17,1,1,4,9,1,93,0,0,0,1,2,1,1
1200, , ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37,5,1,4,2,1,6,1,7,6,1,3,7,1,74,0,0,1,2,3,7,0
1202,0.5464,0.3833,1,5,1,1,1,2,2,1,1,1,1,1,1,3,2,2, ,2,2,2, , ,2, ,5, ,3,1, ,1,1,3,1,1, , , ,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,2,2,1,1,1, ,1,2,2,2,1, , , ,2,2,2,2,2,2,2,2, , , , , , ,4,1, ,4, ,6, ,1, , , , , , , , , ,2,3,2,3,2,3, , ,2,2,1,1,1,1,2,1,1,2,3,2,1,2,2,1,2,2,2,1,2, ,6, ,4, ,5, , , , , , , , , , , , , ,2, , , ,1,1,2,2,1, , , , , ,1,2,2,2,2,1,2, ,2, ,2,0,0,0,0,1,0,0,0, ,2,3,3,1,3,2,2, ,2, ,1,1,1,1,1,1,1,2,2,1,2,2, , , , , , , , , , , , ,1,1,1, , ,6,9,8,6,7,5,0,0,0,0,0,0,0,0,0,0,1,0, ,0,0,1,0,0,0,0,0,0,0,0,0, ,2,2,2,2,2,2, , , , , ,3,3,3,3,3,3,3,3,3, , ,2,2, ,4,2,1,13,1,38,13,4,1,1,1,5,1,12,1,1,2,3,1,34,0,0,2,1,2,1,1
1204, , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29,12,4,4,2,1,4,1,15,1,1,4,9,1,93,1,0,0,1,2,7,1
1206,0.8732,1.7639,1,5,3,3,1,2,1,1,2,2,2,1,2,2,2,2, ,2,2,2, , ,2, ,5,Call whoever she is with,3,3, ,3,3,3,3,1, , , ,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,2,6,2,2,2,2,2, ,2,2,2,2,2, , , ,2,2,2,2,2,2,2,2, , , , , , ,1,1, ,2, ,7,A,1, , , , , , , , , ,2,3,3,4,4,4, , , , , , , , , , , , , ,6,1,1,1,2,2,2,2,2,2, ,6, ,7, ,8,Mail a letter, , , , , , , , , , , , ,2, , , ,2,2, , , , , , , , ,2,2,2,2,2,2,2, ,2, , ,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,5,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,4,2,4,13,2,60,14,4,1,1,1,9,1,15,1,1,4,8,1,85,0,0,3,3,3,1,1
1207,0.843,0.4436,2,3,1,1,1,2,2,1,2,1,2,1,2,1,2,2, ,1,2,1,1, ,2, ,2, ,2,2,2,1,1,1,1,1,2,2,1,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,1,1,2,1,2,1,-98,1,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,1, , ,-99, , ,1,4, ,1, ,3, ,4,0,0,0,0,0,0,1, ,1,3,3,3,3,4,4,4,3,3,5,5, , , , , , , , ,6,1,2,2,1,2,2,2,1,2, ,9, , , , , ,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2, , , , , , ,2,2,2,2,2,2,2,2,2, ,2,2, ,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,2, ,4,1,4,14,1,51,9,2,4,2,1,3,1,9,1,0,4,8,1,86,0,0,0,1,2,1,1
1208, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34,9,2,1,2,0,3,1,9,1,1,3,5,1,57,0,0,0,1,2,7,1
1209, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43,13,4,1,2,1,4,1,18,1,1,1,2,1,23,0,0,2,0,2,1,1
1210, , ,1,5,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,44,12,4,1,2,1,8,1,16,1,1,4,8,1,87,0,1,2,3,2,1,1
1211,0.8156,1.2693,1,5,2,2,1,-1,-1,1,1,1,1,1,1,3,1,3, ,1,1,1,2,2,1,facebook,1, ,1,1,1,1,1,1,1,2,2,1,1,3,4,3,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,1,1,2,1,1,1,100,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5, ,-1,-99,-99,-99,1,1, ,3, ,6, ,4,1,0,0,0,0,0,0, ,1,2,4,1,1,3,2,3,1,3,4,4,1,2,1,1,2,3,3,3,1,1,2,2,1,2,2,2,1,2, ,6, ,1, ,5, ,1,2,1,1,1,1,2,3,3,2,2,2,2,1,2,2,2,2, , , , , , ,1,1,1,2,2,2,2,1,2, ,1,1, ,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,4,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,2, ,4,2,3,16,1,42,13,4,3,2,1,4,1,10,1,1,3,5,1,58,0,0,0,2,2,7,1
1213,1.0737,2.0955,1,5,2,2,1,2,1,1,1,1,2,1,2,2,1,2, ,1,2,1,1, ,2, ,1, ,2,1,1,1,1,1,2,2,2,1,1,1,1,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,1,1,1,1,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1, , ,80, , ,4,4, ,1, ,6, ,1, , , , , , , , , ,3,4,2,3,4,3,4,3,1,4,1,1,1,2,1,1,1,3,2,3,1,2,1,1,2,2,1,2,2, ,4, ,6, ,1, ,2,3,3,3,3,3,2,3,3,2,3,2,2,2,2,2,2,2, , , , , , ,1,1,1,1,2,2,2,1,2, ,2,1, ,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,10,9,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,2, ,4,2,1,16,1,46,12,4,1,1,1,4,1,19,1,1,4,9,1,92,0,0,0,2,2,1,1
1214,0.5781,0.3549,1,5,1,1,1,2,1,1,2,1,2,1,2,1,1,2, ,1,2,1,1, ,2, ,1, ,1,1,1,1,1,1,1,2,2,2,1,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,3,1,2,1,1,1,15,2,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,1, , ,-99, , ,1,3, ,1, ,7,na,1, , , , , , , , , ,2,3,2,3,4,3,4,2, , , , , , , , , , , ,4,2,2,2,1,2,2,2,1,2, ,9, , , , , ,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2, , , , , , ,2,2,2,2,2,2,2,2,2, ,2,2, ,0,0,0,0,0,0,1,0,na, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,2, ,4,2,1,13,2,38,9,2,1,2,1,5,1,10,1,1,2,4,1,46,0,0,1,1,3,4,1
1215, , ,1,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,44,10,3,1,1,1,4,1,11,1,1,2,4,1,47,0,0,1,1,2,1,1
1217, , ,1,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,9,2,1,2,1,5,1,9,1,1,3,5,1,59,1,0,2,0,2,7,1
1218,0.9324,1.5436,1,5,2,2,-1,1,1,-1,-1,1,2,2,2,3,2,2, ,2,2,2, , ,2, ,5,Call her name,3,1, ,2,2,3,3,1, , , ,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,2,4,2,1,1,2,1,-98,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2, , , , , , ,4,2, ,7,nothing,7,nothing,1, , , , , , , , , ,2,2,4,4,4,4,4, ,4,1,5, , , , , , , , ,1,1,2,1,2,2,2,2,2,2, ,9, , , , , , , , , , , , , , , , , ,2,3,3,3,2,2, , , , , , , , ,2,2,2,2,2,1,2, ,2, , ,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,6,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,4,2,1,17,2,46,9,2,1,2,1,4,2,7,1,0,3,7,2,74,0,0,0,2,2,7,1
