ID,Sex,Sexuality2,Transgender2,Parent_Metro2,Parent_Rent2,Parent_Internet2,Child_Gen2,Child_Age,Household_Size
1830, ,Straight,No,Metro,Neither,No,Female,13.0,5.0
1831, ,Straight,No,Metro,Rent,Yes,Male,16.0,4.0
1833, ,,,Metro,Own,Yes,,,5.0
1835, ,Straight,No,Metro,Own,Yes,Female,17.0,2.0
1836, ,Straight,No,Non-metro,Own,Yes,Female,14.0,3.0
1837, ,,,Metro,Rent,Yes,,,2.0
1838, ,,,Metro,Rent,Yes,,,3.0
1839, ,,,Metro,Own,Yes,,,5.0
1841, ,Not sure,No,Metro,Rent,No,Female,13.0,3.0
1842, ,Straight,No,Metro,Own,Yes,Male,13.0,6.0
1844, ,,,Metro,Neither,Yes,,,3.0
1846, ,,,Metro,Own,Yes,,,5.0
1847, ,,,Metro,Own,Yes,,,4.0
1848, ,Straight,No,Metro,Own,No,Female,16.0,4.0
1849, ,,,Metro,Own,Yes,,,3.0
1850, ,Straight,No,Non-metro,Rent,Yes,Male,13.0,3.0
1852, ,Straight,No,Metro,Own,No,Male,17.0,5.0
1854, ,,,Metro,Rent,No,,,5.0
1855, ,Straight,No,Metro,Own,Yes,Male,16.0,2.0
1856, ,,,Metro,Own,Yes,,,4.0
1857, ,Straight,No,Metro,Own,Yes,Female,13.0,3.0
1858, ,,,Metro,Own,Yes,,,4.0
1859, ,,,Metro,Own,Yes,,,8.0
1862, ,,,Metro,Rent,Yes,,,5.0
1863, ,,,Metro,Own,Yes,,,4.0
1864, ,,,Metro,Own,Yes,,,3.0
1865, ,,,Metro,Own,Yes,,,5.0
1867, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
1869, ,,,Metro,Rent,Yes,,,5.0
1870, ,,,Metro,Rent,Yes,,,4.0
1871, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
1872, ,,,Metro,Rent,No,Male,13.0,4.0
1873, ,,,Non-metro,Own,No,,,3.0
1875, ,Straight,No,Metro,Own,Yes,Female,17.0,3.0
1877, ,,,Metro,Rent,No,,,4.0
1878, ,,,Metro,Own,Yes,,,4.0
1879, ,Straight,No,Non-metro,Own,No,Male,15.0,4.0
1881, ,Straight,No,Metro,Rent,Yes,Female,16.0,4.0
1882, ,Straight,,Metro,Rent,Yes,Female,13.0,5.0
1883, ,,,Non-metro,Rent,Yes,,,7.0
1884, ,Straight,No,Metro,Rent,Yes,Male,14.0,2.0
1887, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
1888, ,,,Metro,Rent,No,,,6.0
1889, ,Straight,No,Non-metro,Own,Yes,Male,13.0,5.0
1890, ,Straight,No,Metro,Own,Yes,Female,14.0,2.0
1891, ,Straight,No,Metro,Own,Yes,Female,16.0,3.0
1892, ,Straight,No,Non-metro,Own,Yes,Female,15.0,3.0
1893, ,,,Metro,Own,Yes,,,3.0
1894, ,,,Metro,Own,No,,,3.0
1896, ,,,Metro,Own,Yes,,,6.0
1897, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
1898, ,,,Metro,Own,Yes,,,4.0
1899, ,Straight,No,Metro,Own,Yes,Female,16.0,4.0
1901, ,,,Metro,Rent,Yes,,,4.0
1902, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1906,1,Not sure,No,Metro,Rent,Yes,Female,17.0,3.0
1907, ,Straight,No,Non-metro,Neither,Yes,Male,15.0,4.0
1908,2,Straight,No,Metro,Rent,No,Female,13.0,7.0
1910, ,,,Metro,Own,Yes,,,3.0
1912, ,,,Non-metro,Own,Yes,,,6.0
1913, ,,,Metro,Own,Yes,,,4.0
1915, ,,,Metro,Own,Yes,,,4.0
1917, ,,,Metro,Own,Yes,,,4.0
1920, ,Gay or Lesbian,No,Metro,Own,No,Female,15.0,2.0
1921,2,Straight,No,Metro,Own,Yes,Male,16.0,5.0
1922, ,,,Metro,Rent,Yes,,,5.0
1924, ,Straight,No,Metro,Rent,Yes,Male,17.0,5.0
1926, ,Straight,No,Non-metro,Rent,Yes,Female,17.0,4.0
1927, ,Straight,No,Metro,Rent,Yes,Male,13.0,5.0
1928, ,Straight,No,Metro,Rent,Yes,Male,15.0,3.0
1932, ,Straight,No,Metro,Own,Yes,Female,16.0,2.0
1933, ,Straight,No,Metro,Rent,Yes,Male,14.0,3.0
1934, ,Gay or Lesbian,Yes,Metro,Own,No,Female,14.0,2.0
1937, ,,,Metro,Rent,Yes,,,6.0
1938, ,Straight,No,Metro,Rent,Yes,Male,16.0,6.0
1939, ,Straight,No,Metro,Rent,Yes,Male,16.0,4.0
1940,1,Straight,No,Metro,Own,Yes,Male,13.0,4.0
1941, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
1942, ,,,Metro,Own,Yes,,,4.0
1944, ,,,Metro,Own,Yes,,,5.0
1945, ,Not sure,No,Metro,Rent,Yes,Male,17.0,3.0
1946, ,Straight,No,Metro,Own,Yes,Male,16.0,5.0
1947,2,Straight,No,Metro,Rent,Yes,Female,15.0,6.0
1948,1,Straight,No,Metro,Rent,Yes,Male,16.0,3.0
1950,2,Straight,No,Metro,Own,Yes,Male,13.0,4.0
1951, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
1952,2,Straight,No,Metro,Own,Yes,Female,16.0,4.0
1954, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
1955,,,,,,,,,
kik,,,,,,,,,
ommeggle,,,,,,,,,
1957, ,Straight,No,Metro,Own,No,Female,14.0,4.0
1959, ,Straight,No,Non-metro,Own,Yes,Female,14.0,6.0
1960, ,,,Metro,Own,Yes,,,4.0
1961, ,Straight,No,Metro,Own,Yes,Female,14.0,6.0
1962,2,Straight,No,Metro,Rent,Yes,Female,17.0,3.0
1963, ,Straight,No,Metro,Own,Yes,Male,13.0,3.0
1966, ,Straight,No,Metro,Rent,Yes,Male,15.0,5.0
1968, ,,,Metro,Own,Yes,,,4.0
1969, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
1970, ,,,Metro,Own,No,,,5.0
1971, ,,,Metro,Rent,Yes,,,5.0
1972, ,,,Metro,Rent,Yes,Female,16.0,5.0
1973, ,,,Metro,Own,Yes,,,4.0
1974, ,,,Non-metro,Own,Yes,,,5.0
1975,1,Straight,No,Metro,Own,Yes,Male,17.0,3.0
1976,1,Straight,No,Metro,Own,Yes,Female,16.0,4.0
1980, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
1982, ,,,Metro,Own,Yes,,,3.0
1983, ,Something else,No,Metro,Rent,Yes,Female,13.0,4.0
1984, ,,,Non-metro,Own,No,,,6.0
1986,2,Straight,No,Non-metro,Own,Yes,Male,14.0,1.0
1989,2,Straight,No,Metro,Rent,Yes,Female,16.0,6.0
1991, ,,,Metro,Rent,No,,,5.0
1992, ,Straight,No,Metro,Own,Yes,Female,16.0,3.0
1993, ,,,Metro,Rent,No,,,3.0
1994, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
1995, ,,,Metro,Rent,Yes,,,3.0
1996, ,Straight,No,Metro,Own,Yes,Male,15.0,7.0
2000, ,,,Metro,Neither,No,,,3.0
2002, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
2003, ,Not sure,No,Metro,Rent,Yes,Male,15.0,4.0
2004, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
2005, ,,,Non-metro,Own,No,,,1.0
2006, ,,,Metro,Rent,Yes,,,4.0
2007, ,,,Non-metro,Rent,No,,,5.0
2008, ,Straight,No,Metro,Rent,Yes,Male,15.0,6.0
2009, ,Straight,No,Metro,Own,No,Female,16.0,6.0
2013,1,Straight,No,Metro,Own,No,Male,17.0,5.0
2014, ,Straight,No,Non-metro,Own,Yes,Male,14.0,5.0
2017, ,,,Metro,Own,Yes,,,4.0
2018, ,Straight,No,Metro,Rent,Yes,Female,17.0,4.0
2019, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
2020, ,,,Metro,Own,Yes,,,4.0
2021, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
2022, ,,,Metro,Own,Yes,Female,13.0,3.0
2024, ,,,Non-metro,Own,No,,,2.0
2025, ,Not sure,No,Metro,Rent,Yes,Female,14.0,4.0
2027, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
2028, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
2030, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
2031, ,,,Metro,Own,Yes,,,4.0
2032, ,Straight,No,Metro,Own,Yes,Female,13.0,7.0
2035, ,Straight,No,Metro,Rent,Yes,Female,14.0,3.0
2036, ,,,Metro,Own,Yes,,,4.0
2037,2,Straight,No,Metro,Own,No,Female,17.0,3.0
2038, ,Straight,No,Metro,Own,Yes,Male,17.0,3.0
2039, ,,,Metro,Rent,No,,,5.0
2040, ,Straight,No,Metro,Own,Yes,Male,15.0,2.0
2042, ,,,Metro,Own,Yes,,,5.0
2043,1,Straight,No,Metro,Own,Yes,Male,16.0,4.0
2045, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
2047, ,Straight,No,Metro,Own,Yes,Female,15.0,3.0
2048, ,Straight,,Metro,Own,Yes,Female,17.0,4.0
2050,2,Straight,No,Metro,Neither,Yes,Female,15.0,3.0
2051, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
2052,1,Gay or Lesbian,No,Metro,Rent,Yes,Male,16.0,3.0
2053, ,Straight,No,Metro,Own,Yes,Male,16.0,6.0
2054,1,Straight,No,Non-metro,Own,Yes,Female,15.0,4.0
2056, ,,,Metro,Rent,Yes,,,5.0
2057, ,,,Metro,Own,Yes,,,3.0
2058, ,Straight,No,Non-metro,Rent,Yes,Female,16.0,3.0
2062, ,Straight,No,Metro,Rent,Yes,Female,15.0,5.0
2063,2,Straight,No,Metro,Own,Yes,Female,16.0,3.0
2065,2,Straight,No,Metro,Rent,Yes,Male,16.0,4.0
2066, ,Straight,Yes,Metro,Own,Yes,Male,13.0,3.0
2067, ,Straight,No,Non-metro,Own,Yes,Female,16.0,3.0
2068, ,,,Metro,Own,Yes,,,3.0
2069, ,,,Metro,Own,No,Female,17.0,3.0
2071, ,,,Metro,Rent,Yes,,,5.0
2072, ,Straight,No,Metro,Own,Yes,Female,16.0,3.0
2074,2,Straight,No,Metro,Rent,Yes,Male,14.0,6.0
2078, ,,,Metro,Own,Yes,,,4.0
2079, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
2080, ,Straight,No,Metro,Own,Yes,Female,15.0,3.0
2082, ,,,Metro,Rent,Yes,Female,15.0,2.0
2083,2,Straight,No,Metro,Rent,Yes,Female,13.0,3.0
2084, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
2085,2,Straight,No,Metro,Own,Yes,Female,15.0,4.0
2086,2,Not sure,No,Metro,Own,Yes,Male,13.0,4.0
2087, ,,,Metro,Rent,Yes,Male,15.0,2.0
2088, ,,,Metro,Own,Yes,,,6.0
2089, ,Straight,No,Metro,Own,Yes,Male,13.0,3.0
2090,2,Straight,No,Metro,Rent,Yes,Female,15.0,2.0
2091, ,,,Non-metro,Own,Yes,,,3.0
2092, ,,,Non-metro,Own,Yes,,,5.0
2093, ,,,Metro,Own,Yes,,,5.0
2094,2,Straight,No,Metro,Own,Yes,Male,13.0,4.0
2095, ,Straight,No,Non-metro,Own,No,Female,14.0,2.0
2096, ,,,Metro,Rent,Yes,,,4.0
2097,1,Straight,No,Metro,Rent,Yes,Male,17.0,3.0
2098,1,Bisexual,No,Metro,Own,Yes,Female,16.0,4.0
2100, ,Straight,No,Metro,Own,Yes,Male,13.0,3.0
2101, ,,,Metro,Own,Yes,,,5.0
2102, ,Straight,No,Metro,Own,Yes,Male,17.0,5.0
2103, ,Straight,No,Metro,Own,Yes,Male,17.0,3.0
2104, ,Straight,No,Metro,Rent,Yes,Male,14.0,3.0
2105, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
2106, ,,,Non-metro,Own,Yes,,,8.0
2107, ,,,Metro,Rent,Yes,Male,17.0,10.0
2109, ,,,Metro,Own,Yes,,,4.0
2111, ,,,Metro,Own,Yes,,,2.0
2112, ,Straight,No,Metro,Rent,Yes,Male,15.0,3.0
2113,1,Straight,No,Metro,Own,Yes,Male,16.0,6.0
2115, ,Straight,No,Non-metro,Own,Yes,Female,16.0,2.0
2116, ,Straight,No,Metro,Own,Yes,Male,15.0,3.0
2117, ,,No,Metro,Own,Yes,Male,13.0,3.0
2118, ,,,Metro,Own,Yes,Female,14.0,4.0
2119, ,,,Metro,Own,Yes,,,4.0
2120, ,Straight,No,Metro,Neither,Yes,Male,13.0,10.0
2122, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
2125,1,Straight,No,Metro,Rent,Yes,Female,14.0,4.0
2126,1,Straight,No,Metro,Own,Yes,Male,13.0,2.0
2127, ,Straight,No,Metro,Own,Yes,Male,14.0,7.0
2129,2,Straight,No,Metro,Rent,Yes,Male,14.0,4.0
2130,2,Straight,No,Metro,Own,Yes,Female,15.0,2.0
2131,2,Straight,No,Metro,Rent,Yes,Male,16.0,3.0
2132, ,Straight,No,Metro,Own,Yes,Male,17.0,3.0
2133, ,Straight,No,Metro,Own,Yes,Female,15.0,6.0
2134, ,,,Metro,Rent,Yes,,,3.0
2137, ,,,Metro,Own,Yes,,,4.0
2139, ,Straight,No,Metro,Own,Yes,Male,17.0,2.0
2141, ,,,Metro,Own,No,,,4.0
2143, ,,,Metro,Own,Yes,,,4.0
2144, ,Straight,No,Metro,Own,Yes,Male,17.0,3.0
2146,1,Straight,No,Metro,Rent,Yes,Female,16.0,4.0
2148, ,Straight,No,Metro,Own,Yes,Male,17.0,3.0
2151, ,Straight,No,Metro,Rent,Yes,Male,13.0,3.0
2152, ,,,Metro,Own,Yes,,,2.0
2155, ,,,Metro,Rent,Yes,,,2.0
2157, ,,,Metro,Own,Yes,,,3.0
2158, ,,,Metro,Own,Yes,,,3.0
2159,2,Straight,No,Metro,Rent,Yes,Male,16.0,6.0
2160, ,Straight,No,Non-metro,Rent,No,Male,15.0,4.0
2161, ,Straight,No,Metro,Own,Yes,Male,15.0,6.0
2163, ,Straight,No,Metro,Rent,Yes,Male,16.0,2.0
2165, ,Straight,No,Metro,Own,Yes,Female,16.0,3.0
2167, ,,,Non-metro,Rent,No,,,3.0
2168,2,Straight,No,Metro,Rent,Yes,Female,16.0,4.0
2170, ,Straight,No,Non-metro,Own,Yes,Female,15.0,3.0
2172, ,,,Metro,Own,Yes,,,4.0
