ID,accbu_text,accbu_inperson,accbu_phone,accbu_sm,accbu_friend,accbu_smstatus,bu_phone,bu_inperson,bu_text,bu_sm,bu_email,bu_fbstatus,bu_smstatus,bu_image,bu_drift,bu_other,bu_never,dump_phone,dump_inperson,dump_text,Sex,Sexuality,Transgender,Child_Age,Child_Gen,Parent_Metro,Parent_Rent,Household_Size,Parent_Internet,Sexuality2,Child_Gen2,Transgender2,Parent_Metro2,Parent_Rent2,Parent_Internet2,bu_phone2,bu_inperson2,bu_text2,bu_sm2,bu_email2,bu_fbstatus2,bu_smstatus2,bu_image2,bu_drift2,bu_other2,bu_never2,dump_phone2,dump_inperson2,dump_text2
5,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,14.0,2,1.0,2.0,4.0,1.0,Straight,Female,No,Metro,Rent,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
9,5.0,8.0,6.0,6.0,3.0,3.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,1.0,1.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,, , , , , , , , , , , , , , , , , ,13.0,2,1.0,2.0,5.0,1.0,,Female,,Metro,Rent,Yes,,,,,,,,,,,,,,
12,2.0,2.0,2.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,3.0,8.0,1.0,Straight,Female,No,Metro,Neither,Yes,,,,,,,,,,,,,,
14,10.0,1.0,6.0,10.0,10.0,10.0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,4,15.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
15,,,,,,, , , , , , , , , , , , , , , , , ,16.0,1,1.0,1.0,5.0,1.0,,Male,,Metro,Own,Yes,,,,,,,,,,,,,,
16,2.0,4.0,1.0,3.0,2.0,1.0, , , , , , , , , , , , , , , ,2,2,13.0,1,1.0,2.0,4.0,1.0,Straight,Male,Yes,Metro,Rent,Yes,,,,,,,,,,,,,,
17,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
18,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
20,5.0,10.0,5.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,15.0,1,1.0,2.0,3.0,1.0,Straight,Male,No,Metro,Rent,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
21,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,16.0,2,1.0,1.0,2.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
23,9.0,7.0,8.0,3.0,2.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,17.0,1,0.0,1.0,3.0,1.0,Straight,Male,No,Non-metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
24,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
25,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
26,5.0,3.0,4.0,4.0,4.0,1.0, , , , , , , , , , , , , , , ,2,4,17.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
28,9.0,1.0,1.0,10.0,10.0,10.0, , , , , , , , , , , , , , , ,2,4,17.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
29,8.0,1.0,2.0,9.0,7.0,10.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,6.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
31,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,2.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
32,1.0,10.0,5.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,17.0,2,1.0,1.0,5.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
33,2.0,10.0,8.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,4,16.0,1,1.0,1.0,3.0,1.0,Not sure,Male,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
35,,,,,,, , , , , , , , , , , , , , , , , ,16.0,2,1.0,1.0,6.0,1.0,,Female,,Metro,Own,Yes,,,,,,,,,,,,,,
36,1.0,10.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,17.0,1,1.0,2.0,3.0,1.0,Straight,Male,No,Metro,Rent,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
38,9.0,3.0,5.0,6.0,3.0,9.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,1.0,3.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
39,1.0,10.0,4.0,2.0,3.0,2.0, , , , , , , , , , , , , , , ,2,4,15.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
40,1.0,10.0,5.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,1,17.0,1,1.0,2.0,2.0,1.0,Straight,Male,Yes,Metro,Rent,Yes,,,,,,,,,,,,,,
41,3.0,10.0,7.0,3.0,4.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
43,3.0,1.0,2.0,-1.0,-1.0,-1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
44,1.0,10.0,4.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,17.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
45,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,5.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
46,3.0,1.0,2.0,4.0,5.0,10.0, , , , , , , , , , , , , , , ,2,4,16.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
47,2.0,10.0,7.0,1.0,1.0,5.0, , , , , , , , , , , , , , , ,2,4,16.0,2,1.0,1.0,2.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
48,1.0,10.0,3.0,1.0,2.0,1.0, , , , , , , , , , , , , , , ,5,4,15.0,2,1.0,1.0,4.0,1.0,Not sure,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
49,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
51,1.0,10.0,10.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,2.0,4.0,1.0,Straight,Female,No,Metro,Rent,Yes,,,,,,,,,,,,,,
52,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
54,1.0,10.0,2.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,13.0,2,1.0,1.0,6.0,1.0,Straight,Female,No,Metro,Own,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
55,3.0,1.0,2.0,4.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,14.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
56,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,4.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
57,5.0,10.0,4.0,3.0,5.0,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4,17.0,2,1.0,2.0,5.0,1.0,Bisexual,Female,No,Metro,Rent,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
58,4.0,6.0,5.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,15.0,1,1.0,2.0,3.0,1.0,Straight,Male,No,Metro,Rent,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
59,7.0,10.0,5.0,6.0,1.0,3.0, , , , , , , , , , , , , , , ,2,1,15.0,1,1.0,1.0,4.0,1.0,Straight,Male,Yes,Metro,Own,Yes,,,,,,,,,,,,,,
60,1.0,10.0,7.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,16.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
61,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
62,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
63,3.0,9.0,6.0,5.0,4.0,5.0, , , , , , , , , , , , , , , ,2,4,13.0,1,1.0,2.0,4.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
64,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
65,2.0,10.0,8.0,1.0,4.0,3.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
66,2.0,10.0,3.0,3.0,4.0,2.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,1.0,6.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
67,10.0,10.0,10.0,10.0,10.0,10.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,3.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
68,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
70,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
71,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,3.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
72,4.0,9.0,2.0,3.0,1.0,6.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,2,4,14.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No
73,1.0,10.0,6.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,13.0,2,0.0,3.0,3.0,1.0,Straight,Female,No,Non-metro,Neither,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
74,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
78,3.0,10.0,6.0,4.0,2.0,5.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,1.0,5.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
79,6.0,4.0,2.0,3.0,1.0,5.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,2.0,6.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
80,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
81,5.0,10.0,1.0,6.0,3.0,2.0, , , , , , , , , , , , , , , ,2,4,15.0,1,1.0,2.0,2.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
83,4.0,10.0,9.0,2.0,3.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
84,7.0,9.0,9.0,7.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
85,8.0,8.0,8.0,5.0,3.0,1.0, , , , , , , , , , , , , , , ,2,4,16.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
86,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
88,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,6.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
89,3.0,10.0,5.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
90,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,15.0,2,1.0,1.0,2.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
91,1.0,10.0,4.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,15.0,2,1.0,1.0,6.0,1.0,Straight,Female,No,Metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
92,7.0,10.0,9.0,1.0,6.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,4,13.0,1,0.0,1.0,4.0,1.0,Straight,Male,No,Non-metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
95,3.0,8.0,5.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,4,13.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes
97,4.0,10.0,6.0,4.0,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,15.0,1,1.0,2.0,6.0,1.0,Straight,Male,No,Metro,Rent,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
98,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
101,3.0,10.0,5.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-1,3,16.0,2,1.0,1.0,3.0,1.0,,Female,Yes,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
102,5.0,8.0,9.0,9.0,8.0,3.0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2,2,4,13.0,2,1.0,1.0,5.0,1.0,Straight,Female,No,Metro,Own,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes
104,1.0,10.0,9.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,2,2,4,15.0,1,1.0,2.0,5.0,1.0,Straight,Male,No,Metro,Rent,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No
105,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
106,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
107,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,7.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
108,1.0,10.0,7.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,16.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
110,4.0,10.0,3.0,1.0,2.0,5.0, , , , , , , , , , , , , , , ,2,4,17.0,2,1.0,2.0,3.0,1.0,Straight,Female,No,Metro,Rent,Yes,,,,,,,,,,,,,,
111,2.0,9.0,5.0,1.0,2.0,2.0, , , , , , , , , , , , , , , ,2,4,16.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
112,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,6.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
113,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
116,1.0,10.0,7.0,1.0,5.0,2.0, , , , , , , , , , , , , , , ,2,4,13.0,1,0.0,1.0,3.0,1.0,Straight,Male,No,Non-metro,Own,Yes,,,,,,,,,,,,,,
117,9.0,10.0,7.0,5.0,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,15.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
118,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,15.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
119,3.0,9.0,3.0,1.0,2.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
120,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,2.0,5.0,1.0,Straight,Female,No,Metro,Rent,Yes,,,,,,,,,,,,,,
121,1.0,10.0,2.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,17.0,2,1.0,2.0,5.0,1.0,Straight,Female,No,Metro,Rent,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
122,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
123,2.0,9.0,5.0,2.0,4.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
124,6.0,10.0,8.0,5.0,3.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,1.0,6.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
125,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
126,10.0,9.0,10.0,3.0,5.0,5.0, , , , , , , , , , , , , , , ,2,4,13.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
127,6.0,6.0,4.0,7.0,8.0,7.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,2,4,15.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes
128,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,4.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
129,1.0,10.0,5.0,1.0,7.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,14.0,2,1.0,2.0,6.0,1.0,Straight,Female,No,Metro,Rent,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
131,5.0,9.0,7.0,4.0,3.0,1.0, , , , , , , , , , , , , , , ,2,4,16.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
132,4.0,8.0,6.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
133,3.0,1.0,2.0,6.0,5.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,4,17.0,1,1.0,1.0,7.0,1.0,Straight,Male,No,Metro,Own,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No
135,2.0,10.0,9.0,1.0,2.0,2.0, , , , , , , , , , , , , , , ,2,4,15.0,2,1.0,2.0,4.0,1.0,Straight,Female,No,Metro,Rent,Yes,,,,,,,,,,,,,,
136,2.0,10.0,9.0,6.0,1.0,7.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,1.0,6.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
138,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,7.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
139,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
140,1.0,10.0,7.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,4,16.0,1,1.0,2.0,5.0,1.0,Straight,Male,No,Metro,Rent,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
141,2.0,10.0,5.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,14.0,2,1.0,1.0,6.0,1.0,Straight,Female,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
142,1.0,10.0,1.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,14.0,2,1.0,1.0,5.0,1.0,Bisexual,Female,No,Metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
143,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,7.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
144,5.0,10.0,10.0,5.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,1.0,5.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
145,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,2.0,2.0,1.0,Straight,Female,No,Metro,Rent,Yes,,,,,,,,,,,,,,
146,7.0,1.0,3.0,9.0,10.0,10.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,4,17.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
147,2.0,10.0,5.0,1.0,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,14.0,1,1.0,2.0,5.0,1.0,Straight,Male,No,Metro,Rent,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
148,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,0.0,,,,Metro,Own,No,,,,,,,,,,,,,,
149,3.0,10.0,5.0,3.0,1.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,13.0,1,1.0,2.0,4.0,1.0,Straight,Male,No,Metro,Rent,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
150,1.0,10.0,5.0,1.0,2.0,3.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
151,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0, , , , , , , , , , , , , , , ,2,4,13.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
152,3.0,6.0,8.0,2.0,2.0,5.0, , , , , , , , , , , , , , , ,2,4,16.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
153,5.0,8.0,10.0,1.0,2.0,9.0, , , , , , , , , , , , , , , ,2,4,13.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
154,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
155,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
157,7.0,10.0,9.0,4.0,2.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,2,4,16.0,1,0.0,1.0,4.0,1.0,Straight,Male,No,Non-metro,Own,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes
158,5.0,10.0,6.0,3.0,4.0,1.0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,4,16.0,2,0.0,2.0,4.0,1.0,Straight,Female,No,Non-metro,Rent,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes
159,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,4.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
160,1.0,10.0,5.0,1.0,3.0,1.0, , , , , , , , , , , , , , , ,2,-1,15.0,1,1.0,1.0,4.0,1.0,Straight,Male,,Metro,Own,Yes,,,,,,,,,,,,,,
161,5.0,10.0,8.0,2.0,3.0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,2,4,16.0,2,1.0,1.0,6.0,1.0,Straight,Female,No,Metro,Own,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No
163,1.0,10.0,4.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,2.0,5.0,1.0,Straight,Female,No,Metro,Rent,Yes,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we heart it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,4.0,10.0,5.0,3.0,2.0,1.0, , , , , , , , , , , , , , , ,2,4,15.0,2,0.0,2.0,4.0,1.0,Straight,Female,No,Non-metro,Rent,Yes,,,,,,,,,,,,,,
168,4.0,10.0,6.0,1.0,3.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,4,14.0,1,1.0,2.0,3.0,1.0,Straight,Male,No,Metro,Rent,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
171,2.0,1.0,3.0,5.0,4.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,15.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
172,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,6.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
