ID,accbu_text,accbu_inperson,accbu_phone,accbu_sm,accbu_friend,accbu_smstatus,bu_phone,bu_inperson,bu_text,bu_sm,bu_email,bu_fbstatus,bu_smstatus,bu_image,bu_drift,bu_other,bu_never,dump_phone,dump_inperson,dump_text,Sex,Sexuality,Transgender,Child_Age,Child_Gen,Parent_Metro,Parent_Rent,Household_Size,Parent_Internet,Sexuality2,Child_Gen2,Transgender2,Parent_Metro2,Parent_Rent2,Parent_Internet2,bu_phone2,bu_inperson2,bu_text2,bu_sm2,bu_email2,bu_fbstatus2,bu_smstatus2,bu_image2,bu_drift2,bu_other2,bu_never2,dump_phone2,dump_inperson2,dump_text2
1057,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1058,1.0,10.0,8.0,9.0,6.0,5.0, , , , , , , , , , , , , , , ,2,-1,16.0,2,1.0,2.0,3.0,1.0,Straight,Female,,Metro,Rent,Yes,,,,,,,,,,,,,,
1059,3.0,5.0,4.0,2.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,2.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1060,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,3.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
1063,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,3.0,3.0,1.0,,,,Metro,Neither,Yes,,,,,,,,,,,,,,
1065,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1066,4.0,10.0,3.0,1.0,2.0,5.0, , , , , , , , , , , , , , , ,2,4,16.0,1,0.0,1.0,3.0,1.0,Straight,Male,No,Non-metro,Own,Yes,,,,,,,,,,,,,,
1067,5.0,10.0,9.0,1.0,8.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,5,4,16.0,1,1.0,1.0,4.0,1.0,Not sure,Male,No,Metro,Own,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
1068,8.0,8.0,8.0,1.0,2.0,2.0, , , , , , , , , , , , , , , ,2,4,15.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1070,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1071,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,6.0,0.0,,,,Metro,Rent,No,,,,,,,,,,,,,,
1072,6.0,8.0,3.0,1.0,2.0,7.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,2.0,3.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1074,1.0,10.0,2.0,1.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,4,17.0,2,0.0,1.0,5.0,1.0,Bisexual,Female,No,Non-metro,Own,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
1075,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1079,1.0,10.0,10.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1080,10.0,10.0,10.0,1.0,1.0,10.0, , , , , , , , , , , , , , , ,5,4,13.0,1,1.0,1.0,8.0,1.0,Not sure,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1082,2.0,10.0,5.0,1.0,2.0,1.0, , , , , , , , , , , , , , , ,2,4,15.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1083,8.0,9.0,8.0,3.0,8.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,15.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1085,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,3.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
1086,3.0,10.0,6.0,2.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,15.0,2,1.0,1.0,5.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1087,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1088,1.0,9.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,13.0,1,1.0,1.0,5.0,0.0,Straight,Male,No,Metro,Own,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
1090,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1091,3.0,10.0,7.0,2.0,1.0,1.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,4,17.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No
1092,3.0,10.0,5.0,1.0,2.0,1.0, , , , , , , , , , , , , , , ,5,4,13.0,1,1.0,1.0,4.0,1.0,Not sure,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1093,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0, , , , , , , , , , , , , , , ,2,4,15.0,2,0.0,1.0,6.0,1.0,Straight,Female,No,Non-metro,Own,Yes,,,,,,,,,,,,,,
1094,,,,,,, , , , , , , , , , , , , , , , , ,17.0,2,1.0,2.0,2.0,1.0,,Female,,Metro,Rent,Yes,,,,,,,,,,,,,,
1095,5.0,5.0,5.0,5.0,2.0,2.0, , , , , , , , , , , , , , , ,2,4,14.0,1,0.0,2.0,2.0,1.0,Straight,Male,No,Non-metro,Rent,Yes,,,,,,,,,,,,,,
1096,10.0,5.0,5.0,2.0,3.0,7.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,2.0,2.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1097,1.0,10.0,5.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1098,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,9.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1099,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,5.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
1103,5.0,10.0,8.0,2.0,2.0,2.0, , , , , , , , , , , , , , , ,2,4,14.0,1,0.0,1.0,4.0,1.0,Straight,Male,No,Non-metro,Own,Yes,,,,,,,,,,,,,,
1104,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1105,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1108,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,2.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
1111,,,,,,, , , , , , , , , , , , , , , , , ,17.0,1,1.0,1.0,4.0,1.0,,Male,,Metro,Own,Yes,,,,,,,,,,,,,,
1112,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,17.0,2,1.0,2.0,3.0,1.0,Straight,Female,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1113,2.0,10.0,3.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,4,14.0,2,0.0,1.0,5.0,1.0,Straight,Female,No,Non-metro,Own,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
1115,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,6.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1116,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,6.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1117,5.0,10.0,3.0,5.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,15.0,1,1.0,2.0,4.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1118,2.0,10.0,10.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,16.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
1120,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,6.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1121,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1122,-1.0,10.0,-1.0,-1.0,1.0,-1.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1123,3.0,1.0,2.0,4.0,6.0,5.0, , , , , , , , , , , , , , , ,2,4,16.0,1,1.0,2.0,4.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1126,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1129,3.0,1.0,2.0,4.0,6.0,5.0, , , , , , , , , , , , , , , ,2,1,15.0,1,0.0,1.0,2.0,1.0,Straight,Male,Yes,Non-metro,Own,Yes,,,,,,,,,,,,,,
1130,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,6.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
1131,1.0,1.0,2.0,3.0,4.0,1.0, , , , , , , , , , , , , , , ,2,-1,13.0,1,1.0,1.0,4.0,1.0,Straight,Male,,Metro,Own,Yes,,,,,,,,,,,,,,
1132,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1133,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1134,1.0,5.0,6.0,1.0,5.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,1.0,3.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1135,2.0,10.0,7.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,16.0,2,1.0,2.0,4.0,1.0,Straight,Female,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1136,1.0,10.0,9.0,1.0,1.0,4.0, , , , , , , , , , , , , , , ,2,2,13.0,2,1.0,1.0,3.0,1.0,Straight,Female,Yes,Metro,Own,Yes,,,,,,,,,,,,,,
1138,4.0,9.0,7.0,1.0,8.0,1.0, , , , , , , , , , , , , , , ,3,4,13.0,1,1.0,1.0,5.0,1.0,Bisexual,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1140,4.0,10.0,2.0,1.0,4.0,1.0, , , , , , , , , , , , , , , ,2,4,15.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1142,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1143,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1144,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1149,5.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1150,2.0,10.0,8.0,2.0,6.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1151,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,4.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
1152,4.0,10.0,9.0,3.0,2.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,4,17.0,2,1.0,2.0,5.0,1.0,Straight,Female,No,Metro,Rent,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
1154,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,16.0,2,0.0,1.0,3.0,1.0,Straight,Female,No,Non-metro,Own,Yes,,,,,,,,,,,,,,
1155,5.0,10.0,9.0,2.0,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,4,14.0,2,1.0,1.0,8.0,1.0,Straight,Female,No,Metro,Own,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
1156,2.0,10.0,6.0,4.0,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,2,3,4,13.0,2,1.0,2.0,3.0,1.0,Bisexual,Female,No,Metro,Rent,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
1157,1.0,10.0,3.0,1.0,2.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1158,1.0,8.0,2.0,2.0,1.0,1.0, , , , , , , , , , , , , , , ,5,4,13.0,2,1.0,3.0,4.0,1.0,Not sure,Female,No,Metro,Neither,Yes,,,,,,,,,,,,,,
1161,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1162,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1164,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,5.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
1166,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1167,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,2.0,4.0,1.0,Straight,Female,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1168,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,9.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1169,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1170,2.0,5.0,3.0,4.0,1.0,6.0, , , , , , , , , , , , , , , ,2,4,15.0,1,0.0,1.0,3.0,1.0,Straight,Male,No,Non-metro,Own,Yes,,,,,,,,,,,,,,
1171,1.0,10.0,8.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,16.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1173,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,1.0,3.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1176,3.0,10.0,6.0,5.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,17.0,2,1.0,1.0,5.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1177,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1179,1.0,1.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,17.0,2,1.0,1.0,3.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1183,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,6.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1185,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,9.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
1186,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1187,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,3.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
1189,2.0,10.0,3.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,14.0,2,1.0,2.0,6.0,1.0,Straight,Female,No,Metro,Rent,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1190,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1191,1.0,10.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,17.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
1192,10.0,4.0,9.0,5.0,8.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,1.0,3.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1193,3.0,10.0,5.0,2.0,2.0,1.0, , , , , , , , , , , , , , , ,2,4,17.0,2,1.0,1.0,2.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1194,5.0,1.0,2.0,8.0,10.0,9.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,4,14.0,1,0.0,2.0,6.0,1.0,Straight,Male,No,Non-metro,Rent,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
1195,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1196,3.0,10.0,8.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,17.0,1,0.0,1.0,3.0,1.0,Straight,Male,No,Non-metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1197,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,10.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1198,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1200,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,6.0,0.0,,,,Metro,Own,No,,,,,,,,,,,,,,
1202,6.0,9.0,8.0,6.0,7.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,4,13.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
1204,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1206,1.0,10.0,5.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,9.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1207,1.0,10.0,1.0,1.0,1.0,2.0, , , , , , , , , , , , , , , ,2,4,14.0,1,0.0,1.0,3.0,1.0,Straight,Male,No,Non-metro,Own,Yes,,,,,,,,,,,,,,
1208,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1209,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1210,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,8.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1211,1.0,8.0,4.0,1.0,2.0,2.0, , , , , , , , , , , , , , , ,2,4,16.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1213,8.0,10.0,9.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,16.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1214,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,5.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1215,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1217,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1218,1.0,10.0,6.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,17.0,2,0.0,2.0,4.0,1.0,Straight,Female,No,Non-metro,Rent,Yes,,,,,,,,,,,,,,
1219,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,5.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
1220,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,2.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1222,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,2.0,2.0,1.0,,,,Non-metro,Rent,Yes,,,,,,,,,,,,,,
1224,1.0,10.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,4,16.0,1,0.0,1.0,3.0,1.0,Straight,Male,No,Non-metro,Own,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
1225,8.0,10.0,10.0,6.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,2.0,5.0,1.0,Straight,Female,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1227,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1228,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1229,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,5.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
1230,,,,,,, , , , , , , , , , , , , , , , , ,14.0,2,1.0,2.0,3.0,1.0,,Female,,Metro,Rent,Yes,,,,,,,,,,,,,,
1231,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1233,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1234,4.0,10.0,8.0,1.0,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,16.0,1,1.0,2.0,4.0,1.0,Straight,Male,No,Metro,Rent,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
1235,2.0,1.0,1.0,7.0,3.0,5.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1237,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1238,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1239,4.0,10.0,7.0,2.0,4.0,3.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,2.0,4.0,0.0,Straight,Male,No,Metro,Rent,No,,,,,,,,,,,,,,
1242,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1244,8.0,5.0,5.0,4.0,5.0,1.0, , , , , , , , , , , , , , , ,4,4,14.0,2,1.0,3.0,6.0,1.0,Something else,Female,No,Metro,Neither,Yes,,,,,,,,,,,,,,
1245,1.0,10.0,2.0,1.0,2.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,16.0,2,0.0,1.0,4.0,1.0,Bisexual,Female,No,Non-metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
1246,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1247,4.0,10.0,5.0,2.0,3.0,1.0, , , , , , , , , , , , , , , ,2,4,17.0,2,1.0,1.0,3.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1248,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,5.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
1249,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,4.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
1251,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,3.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
1253,5.0,10.0,8.0,2.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,3,13.0,2,1.0,1.0,8.0,1.0,Not sure,Female,Yes,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1255,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,6.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
1256,2.0,10.0,6.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,15.0,2,1.0,1.0,3.0,1.0,Straight,Female,No,Metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
1258,1.0,9.0,4.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,16.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1259,3.0,10.0,8.0,1.0,3.0,2.0, , , , , , , , , , , , , , , ,2,4,15.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1260,6.0,10.0,8.0,3.0,3.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1261,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,3.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
1262,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,3,4,13.0,1,1.0,1.0,5.0,1.0,Bisexual,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1263,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
