CaseID,hear_frequency,hear_from_you_frequency,sm_feel_connected,sm_feel_closer,sm_feel_jealous,sm_show_care,sm_different,sm_authentic,sm_escape,sm_too_many,sm_support_rel_end,sm_track,sm_post_support,sm_post_affection,sm_findout_upset,closer_text,argument_resolve_text,sig_other_distracted_phone,text_while_together,breakup_text,breakup_inperson,breakup_phone,breakup_sm_message,breakup_friend,breakup_sm_status,brokenup_phonecall,brokenup_inperson,brokenup_text,brokenup_sm,brokenup_email,brokenup_fb_status,brokenup_sm_status,brokenup_image_post,brokenup_drift,brokenup_other,brokenup_never,beendumped_phone,beendumped_inperson,beendumped_text,beendumped_sm,beendumped_email,beendumped_fb_status,beendumped_sm_status,beendumped_image_post,beendumped_drift,beendumped_other,beendumped_never,large_num_texts,texts_pretending,accessed_mobile,modified_sm,sent_pictures_others,tracked_unknowing,blocked_ex,blocked_flirt,untagged_ex,removed_ex_number,blocked_ex_text,sig_other_checked_internet,sig_other_read_texts,sig_other_remove_ex,sig_other_put_down,sig_other_demand_pw,sig_other_harass_internet,sig_other_internet_sexually,sig_other_rumors_internet,sig_other_threaten_internet
625, , , , , , , , , , , , , , , , , , , ,9,1,-1,10,10,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
626, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
627, , , , , , , , , , , , , , , , , , , ,1,10,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
628, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
629,4,3,3,2,3,2,3,4,1,3,2,2,2,2,2,1,2,2,2,1,10,6,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3
631,2,2,3,3,3,3,2,3,2,3,3,2,1,2,2,1,2,2,2,6,10,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,2,1,1,3,3,3,3,3,3,3,3,3
632,2,2,2,3,3,3,2,3,3,2,2,2,1,2,2,1,1,2,2,2,10,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3
634,1,1,4,4,3,4,3,3,3,1,2,2,1,2,2,2,1,1,1,3,10,8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,1,1,1,1,2,1,3,3,1,3,3,3,3,3
635,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,2,1,2,2,6,10,9,2,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
636, , , , , , , , , , , , , , , , , , , ,1,6,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
639, , , , , , , , , , , , , , , , , , , ,6,10,8,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
640, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
641,4,4,3,3,2,3,1,1,3,2,2,2,1,2,2,1,1,2,2,5,7,7,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,1,2,1,2,2,1,3,3,2,3,3,3,3,3
642, , , , , , , , , , , , , , , , , , , ,3,10,9,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
643, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
644, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
645, , , , , , , , , , , , , , , , , , , ,1,10,10,1,6,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , 
646,3,3,3,3,3,3,2,2,2,1,3,2,2,2,2,1,1,1,1,5,9,5,1,2,6,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,2,1,1,3,3,3,3,3,3,3,3,3
647, , , , , , , , , , , , , , , , , , , ,8,10,9,6,7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
648, , , , , , , , , , , , , , , , , , , ,1,10,4,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
649, , , , , , , , , , , , , , , , , , , ,1,10,3,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
650, , , , , , , , , , , , , , , , , , , ,1,10,5,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
652, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
655, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
656, , , , , , , , , , , , , , , , , , , ,3,10,7,3,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
657, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
658, , , , , , , , , , , , , , , , , , , ,1,10,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
659,3,3, , , , , , , , , , , , ,2,1,1,1,2,7,10,10,7,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2, , , ,2,2,3,3,3,3,3,3,3,3,3
660,2,1,3,3,3,3,3,2,2,2,4,2,1,2,2,1,2,2,2,2,10,10,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,2,2,2,1,3,3,3,3,3,3,3,3
661, , , , , , , , , , , , , , , , , , , ,1,10,1,1,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , 
662,4,3, , , , , , , , , , , , ,2,1,1,2,2,5,8,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2, , , ,2,2,3,3,3,3,3,3,3,3,3
663, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
664, , , , , , , , , , , , , , , , , , , ,1,10,8,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
665, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
667, , , , , , , , , , , , , , , , , , , ,6,10,9,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , 
668, , , , , , , , , , , , , , , , , , , ,1,10,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
669, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
671, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
673, , , , , , , , , , , , , , , , , , , ,2,10,9,3,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
674, , , , , , , , , , , , , , , , , , , ,1,5,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
675, , , , , , , , , , , , , , , , , , , ,8,9,10,6,7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
676, , , , , , , , , , , , , , , , , , , ,2,3,10,9,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
678, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
679, , , , , , , , , , , , , , , , , , , ,3,1,2,4,5,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
681, , , , , , , , , , , , , , , , , , , ,1,10,1,7,5,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
682, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
683, , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
684, , , , , , , , , , , , , , , , , , , ,8,-1,8,1,10,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
685, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
686, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
687, , , , , , , , , , , , , , , , , , , ,3,10,5,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
688, , , , , , , , , , , , , , , , , , , ,1,10,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
689, , , , , , , , , , , , , , , , , , , ,-1,-1,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1, , , , , , , , , , , , 
690, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
691, , , , , , , , , , , , , , , , , , , ,1,10,6,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
692, , , , , , , , , , , , , , , , , , , ,-1,-1,1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
693, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
694, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
695, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
696, , , , , , , , , , , , , , , , , , , ,8,10,9,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , 
697, , , , , , , , , , , , , , , , , , , ,9,10,8,7,5,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
698,3,3,2,2,3,2,3,3,2,3,3,2,1,1,2,2,2, , ,1,10,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1, , ,3,3,3,3,3,3,3,3,3
699, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
700, , , , , , , , , , , , , , , , , , , ,1,10,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
701, , , , , , , , , , , , , , , , , , , ,1,10,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
702, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
703, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
704, , , , , , , , , , , , , , , , , , , ,5,1,1,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
705, , , , , , , , , , , , , , , , , , , ,1,10,6,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
707, , , , , , , , , , , , , , , , , , , ,1,10,9,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
709, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
710, , , , , , , , , , , , , , , , , , , ,1,10,5,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
711,3,3,3,3,3,3,4,3,2,1,3,2,1,2,2,1,2,2,2,1,10,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3
712, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
713, , , , , , , , , , , , , , , , , , , ,3,10,6,1,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
714,1,1,3,2,3,2,3,3,3,3,3,2,1,2,2,2,2,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,-1,1,1,2,2,3,3,3,3,3,3,3,3,3
715,2,2,2,3,3,4,2,2,3,1,2,2,1,2,1,2,2,1,1,4,10,7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,2,1,1,3,3,3,3,3,3,3,2,3
717, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
718, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
719, , , , , , , , , , , , , , , , , , , ,1,10,10,1,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
720,3,3,2,2,3,2,3,2,2,3,2,2,1,2,2,1,2,2,2,1,10,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3
721, , , , , , , , , , , , , , , , , , , ,1,10,7,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
722, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
724, , , , , , , , , , , , , , , , , , , ,7,10,10,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
725, , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
726, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
727,4,4,3,3,3,3,3,2,4,2,2,2,1,2,2,2,2,2,2,1,10,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
728, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
730, , , , , , , , , , , , , , , , , , , ,10,1,6,10,9,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , 
731,2,2, , , , , , , , , , , , ,2,2,2,1,2,1,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2, , , ,2,2,3,3,3,3,3,3,3,1,1
732,2,2,2,3,3,3,3,3,2,2,3,2,2,2,2,1,1,2,1,1,10,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,2,3,1,3,2,3,2,3,3,3
733, , , , , , , , , , , , , , , , , , , ,1,10,1,1,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
734, , , , , , , , , , , , , , , , , , , ,1,10,10,6,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
735,3,3,2,3,2,2,2,2,4,3,3,1,1,1,2,1,1,2,2,1,10,3,1,5,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3
736,2,2,3,3,2,2,1,1,3,3,1,2,1,1,1,1,1,2,2,1,10,7,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2,2,2,2,2,1,1,2,1,1,3,3,3,3,3,3,3,3,3
737,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,1,2,5,10,5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,3,3,3,3
738, , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
739, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
740, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
741, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
743, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
744, , , , , , , , , , , , , , , , , , , ,1,10,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
746, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
747,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,1,1,10,8,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3
748, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
749, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
751,3,3,3,3,3,3,2,2,2,1,3,2,1,2,1,2,1,2,1,8,10,9,6,7,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
752,2,2,2,3,2,3,3,2,2,3,2,1,1,2,2,1,2,1,1,2,10,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,2,1,2,3,1,3,3,3,3,3,3,3
753, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
754, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
755,6,6,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
756, , , , , , , , , , , , , , , , , , , ,1,10,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
757, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
758, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
759, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
760, , , , , , , , , , , , , , , , , , , ,3,1,1,10,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
761, , , , , , , , , , , , , , , , , , , ,1,10,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
762, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
763, , , , , , , , , , , , , , , , , , , ,-1,-1,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1, , , , , , , , , , , , 
764, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
765, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
767,3,3,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,10,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3
768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
769, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
770, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
771, , , , , , , , , , , , , , , , , , , ,4,9,7,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
772, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
773, , , , , , , , , , , , , , , , , , , ,1,10,5,1,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
774, , , , , , , , , , , , , , , , , , , ,6,10,8,4,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
775, , , , , , , , , , , , , , , , , , , ,-1,-1,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
776, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
777, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
778, , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
779, , , , , , , , , , , , , , , , , , , ,3,10,6,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
780, , , , , , , , , , , , , , , , , , , ,5,10,10,5,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
781,4,4,2,2,3,3,3,3,3,2,3,2,2,1,2,1,2,2,2,8,10,9,7,6,5,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,3,3,3,3,3,3,3,3,3
782, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
783, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
784, , , , , , , , , , , , , , , , , , , ,1,10,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , 
786, , , , , , , , , , , , , , , , , , , ,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
788, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
791, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
792, , , , , , , , , , , , , , , , , , , ,5,10,8,3,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
793, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
795,3,3,2,3,3,2,3,3,2,2,2,2,1,1,2,1,1,2,2,7,1,2,9,5,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,2,2,2,1,3,3,3,3,3,3,3,3
796, , , , , , , , , , , , , , , , , , , ,8,10,1,4,10,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
798, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
799, , , , , , , , , , , , , , , , , , , ,2,10,5,3,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
801, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
804, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
805, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
806, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
807,3,3, , , , , , , , , , , , ,2,1,2,2,2,1,10,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2, , , ,2,2,3,3,3,3,3,3,3,3,3
808, , , , , , , , , , , , , , , , , , , ,1,10,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
810, , , , , , , , , , , , , , , , , , , ,9,10,10,8,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
811, , , , , , , , , , , , , , , , , , , ,3,1,2,4,5,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , 
